Date,Branch,Product,Revenue,Target,Cost,Profit
2025-07-01,Abuja,Product B,4493621,4749442.34,2856832.87,1636788.13
2025-07-01,Abuja,Product C,6123584,7222495.93,3672114.2,2451469.8
2025-07-01,Abuja,Product D,11239022,12877740.93,5353331.23,5885690.77
2025-07-01,Port Harcourt,Product A,8425930,9078494.71,4295853.76,4130076.24
2025-07-01,Port Harcourt,Product B,10821696,11902021.05,8097076.29,2724619.71
2025-07-01,Port Harcourt,Product C,11121045,13445001.42,8305430.89,2815614.11
2025-07-01,Port Harcourt,Product D,13968373,15670034.03,8567576.2,5400796.8
2025-07-01,Kano,Product A,10131572,11335271.89,6278487.9,3853084.1
2025-07-01,Kano,Product B,7395626,8339871.83,3726986.99,3668639.01
2025-07-01,Kano,Product C,7349877,8595117.2,3372057.7,3977819.3
2025-07-01,Kano,Product D,6713268,7127599.13,5017895.25,1695372.75
2025-07-01,Ibadan,Product A,10882399,12204464.42,6803639.68,4078759.32
2025-07-01,Ibadan,Product B,5905100,7350644.7,2834685.98,3070414.02
2025-07-01,Ibadan,Product C,13020356,14299352.85,7943808.64,5076547.36
2025-07-01,Ibadan,Product D,14365817,15244742.55,10758813.4,3607003.6
2025-08-01,Lagos,Product A,5681115,6619285.36,4231290.99,1449824.01
2025-08-01,Lagos,Product B,8516648,9546829.64,5976699.75,2539948.25
2025-08-01,Lagos,Product C,4914404,5333209.87,3085045.87,1829358.13
2025-08-01,Lagos,Product D,14383348,17109356.53,10416334.34,3967013.66
2025-08-01,Abuja,Product A,2473227,2944848.08,1373889.09,1099337.91
2025-08-01,Abuja,Product B,11523609,13398745.61,7132338.05,4391270.95
2025-08-01,Abuja,Product C,5158036,6279080.29,3575139.71,1582896.29
2025-08-01,Abuja,Product D,10258194,11883347.57,5156455.91,5101738.09
2025-08-01,Port Harcourt,Product A,2636925,2816371.64,1370639.35,1266285.65
2025-08-01,Port Harcourt,Product B,5671004,5977156.54,3365155.04,2305848.96
2025-08-01,Port Harcourt,Product C,7565572,9332732.54,3861765.39,3703806.61
2025-08-01,Port Harcourt,Product D,4189251,4684218.58,2108190.13,2081060.87
2025-08-01,Kano,Product A,7428919,7888852.23,3672215.74,3756703.26
2025-08-01,Kano,Product B,13822842,17049712.99,9431462.63,4391379.37
2025-08-01,Kano,Product C,10829762,13235419.2,7994179.7,2835582.3
2025-08-01,Kano,Product D,8267813,9846201.35,5362849.65,2904963.35
2025-08-01,Ibadan,Product A,11831728,12662391.43,6395398.57,5436329.43
2025-08-01,Ibadan,Product B,4289279,5340890.69,2872554.2,1416724.8
2025-08-01,Ibadan,Product C,9329435,11273395.42,6886976.14,2442458.86
2025-08-01,Ibadan,Product D,12891437,14354056.63,8536127.87,4355309.13
2025-09-01,Lagos,Product A,11428414,13585093.77,8327354.58,3101059.42
2025-09-01,Lagos,Product B,7986539,8742444.49,5005044.57,2981494.43
2025-09-01,Lagos,Product C,4941912,5562995.79,3312061.97,1629850.03
2025-09-01,Lagos,Product D,6941179,7465027.51,4641214.39,2299964.61
2025-09-01,Abuja,Product A,13777747,17080819.0,7818601.77,5959145.23
2025-09-01,Abuja,Product B,14932387,18561506.37,6864639.64,8067747.36
2025-09-01,Abuja,Product C,12106404,13482216.7,8385404.82,3720999.18
2025-09-01,Abuja,Product D,12257273,13411651.33,7595403.98,4661869.02
2025-09-01,Port Harcourt,Product A,10324603,11131250.54,6954683.54,3369919.46
2025-09-01,Port Harcourt,Product B,5992909,6708234.75,3271262.96,2721646.04
2025-09-01,Port Harcourt,Product C,12673442,15551125.08,6040388.09,6633053.91
2025-09-01,Port Harcourt,Product D,13894472,16451123.13,9292425.35,4602046.65
2025-09-01,Kano,Product A,7632941,8696408.04,4042128.72,3590812.28
2025-09-01,Kano,Product B,6186600,7353610.62,3434456.03,2752143.97
2025-09-01,Kano,Product C,3812519,4552463.05,1770702.48,2041816.52
2025-09-01,Kano,Product D,9352113,11189961.24,6927395.78,2424717.22
2025-09-01,Ibadan,Product A,8946088,10275623.38,5042138.41,3903949.59
2025-09-01,Ibadan,Product B,11160762,12556633.08,7797378.13,3363383.87
2025-09-01,Ibadan,Product C,11698161,13806098.4,7675726.36,4022434.64
2025-09-01,Ibadan,Product D,4728923,5392189.84,3261814.22,1467108.78
2025-10-01,Lagos,Product A,2560573,2839628.66,1397087.22,1163485.78
2025-10-01,Lagos,Product B,3756994,4000597.79,1882372.57,1874621.43
2025-10-01,Lagos,Product C,8299138,8981168.62,3921348.73,4377789.27
2025-10-01,Lagos,Product D,3562037,3980897.35,2655793.63,906243.37
2025-10-01,Abuja,Product A,10098979,12026883.48,5851318.14,4247660.86
2025-10-01,Abuja,Product B,12966178,14042363.5,9295789.88,3670388.12
2025-10-01,Abuja,Product C,4635764,4917206.56,2546556.7,2089207.3
2025-10-01,Abuja,Product D,5187406,5871396.47,3196654.55,1990751.45
2025-10-01,Port Harcourt,Product A,14246931,16498303.5,9234566.73,5012364.27
2025-10-01,Port Harcourt,Product B,6989554,7671103.01,3249378.18,3740175.82
2025-10-01,Port Harcourt,Product C,11592705,13446755.6,6924142.81,4668562.19
2025-10-01,Port Harcourt,Product D,2914439,3270483.73,1685366.99,1229072.01
2025-10-01,Kano,Product A,6941719,8432657.67,4425535.28,2516183.72
2025-10-01,Kano,Product B,10058573,10963190.36,4604017.15,5454555.85
2025-10-01,Kano,Product C,4866088,5730490.78,3616074.22,1250013.78
2025-10-01,Kano,Product D,9945197,12120746.78,5395329.24,4549867.76
2025-10-01,Ibadan,Product A,8668395,9918281.26,6227923.2,2440471.8
2025-10-01,Ibadan,Product B,6446036,6885832.12,3952952.99,2493083.01
2025-10-01,Ibadan,Product C,5101792,5735455.51,2879622.6,2222169.4
2025-10-01,Ibadan,Product D,5130342,5844255.02,2713893.41,2416448.59
2025-11-01,Lagos,Product A,9802377,10808886.66,6872678.1,2929698.9
2025-11-01,Lagos,Product B,11466486,12181167.69,7747566.82,3718919.18
2025-11-01,Lagos,Product C,13198262,14113436.41,8584708.58,4613553.42
2025-11-01,Lagos,Product D,11084006,12555932.41,7503174.5,3580831.5
2025-11-01,Abuja,Product A,5817030,6751945.28,4084946.2,1732083.8
2025-11-01,Abuja,Product B,10767475,12207370.83,6575205.16,4192269.84
2025-11-01,Abuja,Product C,9966231,11606103.13,5189342.79,4776888.21
2025-11-01,Abuja,Product D,7013906,7475357.96,5055856.03,1958049.97
2025-11-01,Port Harcourt,Product A,13984061,14780393.12,8689219.78,5294841.22
2025-11-01,Port Harcourt,Product B,10670757,12912577.06,6970783.69,3699973.31
2025-11-01,Port Harcourt,Product C,12406456,13392639.37,9115971.63,3290484.37
2025-11-01,Port Harcourt,Product D,9533636,10339950.84,7105518.03,2428117.97
2025-11-01,Kano,Product A,5554926,6730860.2,2710002.87,2844923.13
2025-11-01,Kano,Product B,9103052,9700883.15,5961931.4,3141120.6
2025-11-01,Kano,Product C,5387643,6731611.26,3438220.62,1949422.38
2025-11-01,Kano,Product D,11983243,13200468.13,8666776.79,3316466.21
2025-11-01,Ibadan,Product A,3124274,3334867.21,1927393.57,1196880.43
2025-11-01,Ibadan,Product B,11261932,12559592.18,6001035.86,5260896.14
2025-11-01,Ibadan,Product C,9686601,11947767.35,4394899.4,5291701.6
2025-11-01,Ibadan,Product D,13750965,16152042.8,8343653.82,5407311.18
2025-12-01,Lagos,Product A,9039616,9695022.23,4473639.93,4565976.07
2025-12-01,Lagos,Product B,11505868,13434099.91,7795377.64,3710490.36
2025-12-01,Lagos,Product C,3681144,4546159.95,2277910.78,1403233.22
2025-12-01,Lagos,Product D,3694338,4459616.89,2623876.15,1070461.85
2025-12-01,Abuja,Product A,7769167,9521725.69,4111761.63,3657405.37
2025-12-01,Abuja,Product B,12985514,14895903.32,8215787.26,4769726.74
2025-12-01,Abuja,Product C,2628569,2850525.22,1500629.51,1127939.49
2025-12-01,Abuja,Product D,12372421,14497149.88,8142270.17,4230150.83
2025-12-01,Port Harcourt,Product A,2650662,2993017.66,1891743.78,758918.22
2025-12-01,Port Harcourt,Product B,13584898,14909640.99,9152484.67,4432413.33
2025-12-01,Port Harcourt,Product C,6506097,7998636.46,2967234.79,3538862.21
2025-12-01,Port Harcourt,Product D,7084418,7879217.86,4979311.32,2105106.68
2025-12-01,Kano,Product A,13680009,16237765.83,10147132.9,3532876.1
2025-12-01,Kano,Product B,5824490,6272259.92,4323319.89,1501170.11
2025-12-01,Kano,Product C,9434162,11366336.68,5153510.0,4280652.0
2025-12-01,Kano,Product D,14227225,16124490.12,9157587.32,5069637.68
2025-12-01,Ibadan,Product A,5153037,5865925.24,3730952.56,1422084.44
2025-12-01,Ibadan,Product B,8831185,10581428.37,5986200.99,2844984.01
2025-12-01,Ibadan,Product C,8273172,10045314.22,5001801.86,3271370.14
2025-12-01,Ibadan,Product D,4667115,4961719.14,3093694.34,1573420.66
