Date,Branch,Expense Category,Expense Amount
2025-10-01,Port Harcourt,Rent,3279774
2025-10-01,Port Harcourt,Utilities,1421860
2025-10-01,Port Harcourt,Fuel,2839168
2025-10-01,Port Harcourt,Marketing,3003834
2025-10-01,Port Harcourt,Repairs,1958659
2025-10-01,Port Harcourt,Security,1437696
2025-10-01,Port Harcourt,Travel,2166039
2025-10-01,Kano,Rent,3575642
2025-10-01,Kano,Utilities,3918872
2025-10-01,Kano,Fuel,1823223
2025-10-01,Kano,Marketing,3436901
2025-10-01,Kano,Repairs,2761719
2025-10-01,Kano,Security,2484962
2025-10-01,Kano,Travel,2188647
2025-10-01,Ibadan,Rent,2036395
2025-10-01,Ibadan,Utilities,1001783
2025-10-01,Ibadan,Fuel,1071274
2025-10-01,Ibadan,Marketing,3882824
2025-10-01,Ibadan,Repairs,396893
2025-10-01,Ibadan,Security,824455
2025-10-01,Ibadan,Travel,3352498
2025-11-01,Lagos,Rent,1284097
2025-11-01,Lagos,Utilities,3076723
2025-11-01,Lagos,Fuel,1355484
2025-11-01,Lagos,Marketing,3420039
2025-11-01,Lagos,Repairs,3238935
2025-11-01,Lagos,Security,3444636
2025-11-01,Lagos,Travel,635815
2025-11-01,Abuja,Rent,1183200
2025-11-01,Abuja,Utilities,1000073
2025-11-01,Abuja,Fuel,1965329
2025-11-01,Abuja,Marketing,732052
2025-11-01,Abuja,Repairs,700781
2025-11-01,Abuja,Security,567564
2025-11-01,Abuja,Travel,3985497
2025-11-01,Port Harcourt,Rent,2284685
2025-11-01,Port Harcourt,Utilities,2600297
2025-11-01,Port Harcourt,Fuel,525760
2025-11-01,Port Harcourt,Marketing,410582
2025-11-01,Port Harcourt,Repairs,3533530
2025-11-01,Port Harcourt,Security,1965191
2025-11-01,Port Harcourt,Travel,2497743
2025-11-01,Kano,Rent,3508627
2025-11-01,Kano,Utilities,649180
2025-11-01,Kano,Fuel,735907
2025-11-01,Kano,Marketing,1400804
2025-11-01,Kano,Repairs,2892508
2025-11-01,Kano,Security,951267
2025-11-01,Kano,Travel,653627
2025-11-01,Ibadan,Rent,3046567
2025-11-01,Ibadan,Utilities,1935133
2025-11-01,Ibadan,Fuel,1597594
2025-11-01,Ibadan,Marketing,1261988
2025-11-01,Ibadan,Repairs,1337656
2025-11-01,Ibadan,Security,3393690
2025-11-01,Ibadan,Travel,1491917
2025-12-01,Lagos,Rent,2158749
2025-12-01,Lagos,Utilities,2927650
2025-12-01,Lagos,Fuel,830209
2025-12-01,Lagos,Marketing,850616
2025-12-01,Lagos,Repairs,2509317
2025-12-01,Lagos,Security,3816998
2025-12-01,Lagos,Travel,1015581
2025-12-01,Abuja,Rent,419836
2025-12-01,Abuja,Utilities,447450
2025-12-01,Abuja,Fuel,3083126
2025-12-01,Abuja,Marketing,1796700
2025-12-01,Abuja,Repairs,3908648
2025-12-01,Abuja,Security,1663993
2025-12-01,Abuja,Travel,3924890
2025-12-01,Port Harcourt,Rent,2297137
2025-12-01,Port Harcourt,Utilities,2259551
2025-12-01,Port Harcourt,Fuel,3952812
2025-12-01,Port Harcourt,Marketing,2567374
2025-12-01,Port Harcourt,Repairs,1442588
2025-12-01,Port Harcourt,Security,2600765
2025-12-01,Port Harcourt,Travel,2165814
2025-12-01,Kano,Rent,866712
2025-12-01,Kano,Utilities,3226042
2025-12-01,Kano,Fuel,2561936
2025-12-01,Kano,Marketing,1042545
2025-12-01,Kano,Repairs,2778124
2025-12-01,Kano,Security,2806449
2025-12-01,Kano,Travel,2214881
2025-12-01,Ibadan,Rent,2946805
2025-12-01,Ibadan,Utilities,3441162
2025-12-01,Ibadan,Fuel,2966952
2025-12-01,Ibadan,Marketing,3979636
2025-12-01,Ibadan,Repairs,2665522
2025-12-01,Ibadan,Security,2124427
2025-12-01,Ibadan,Travel,2495549
