Date,Year,Month,MDA,LGA,Revenue Stream,Collection Channel,Collector,Amount,Revenue Target,Expected Amount,Remitted Amount,Variance
12/10/2025,2025,10,Ministry of Transport,Mani,Market Fees,Online Portal,IRS Team B,20422572.72,22769410.38,21287720.89,20118909.64,1168811.25
12/10/2025,2025,10,State Water Board,Mani,Land Use Charges,Cash Office,IRS Team A,15267406.44,17361058.33,14407178.77,14358463.59,48715.18
12/10/2025,2025,10,Ministry of Health,Mani,Business Premises Levy,Online Portal,IRS Team B,14031139.32,16700071.87,14992666.73,12452063.62,2540603.11
12/10/2025,2025,10,Ministry of Education,Mani,Motor Vehicle Registration,POS,MDA Desk Officer,17735241.48,23429870.9,19718872.03,15612702.8,4106169.23
12/10/2025,2025,10,Ministry of Transport,Mani,Development Levy,Cash Office,MDA Desk Officer,16674818.16,20051762.72,18028268.79,14361124.44,3667144.35
12/10/2025,2025,10,Ministry of Transport,Mani,Tenement Rates,Cash Office,Collection Agent South,19036971.36,20547765.73,19924768.59,16201123.68,3723644.91
12/10/2025,2025,10,Katsina Urban Planning Authority,Mani,Licensing Fees,Cash Office,MDA Desk Officer,14914515,16684259.57,14889672.38,14477686.41,411985.97
12/10/2025,2025,10,Katsina Urban Planning Authority,Mani,Court Fines and Penalties,POS,Collection Agent South,18950069.16,21414346.66,21231047.39,17574595.54,3656451.85
12/10/2025,2025,10,Ministry of Transport,Mashi,PAYE Tax,Collection Agent,Collection Agent South,8179604.4,10980682.16,9314560.21,7713842.21,1600718
12/10/2025,2025,10,Ministry of Agriculture,Mashi,Road Taxes,Online Portal,IRS Team A,19675314.12,22781541.89,20550693.44,18080991.03,2469702.41
12/10/2025,2025,10,Katsina State Internal Revenue Service,Mashi,Market Fees,Collection Agent,Collection Agent North,9786597.48,12622218.17,10175003.98,9716417.66,458586.32
12/10/2025,2025,10,Ministry of Works and Housing,Mashi,Land Use Charges,Bank Transfer,Collection Agent North,8161421.4,9461466.93,8849121.2,7649090.69,1200030.51
12/10/2025,2025,10,State Water Board,Mashi,Business Premises Levy,Online Portal,IRS Team A,22671163.68,29113073.1,27417603.56,19319256.85,8098346.71
12/10/2025,2025,10,Katsina Urban Planning Authority,Mashi,Motor Vehicle Registration,Collection Agent,Collection Agent North,9033229.92,12017680.89,10669212.39,7941971.24,2727241.15
12/10/2025,2025,10,Ministry of Transport,Mashi,Development Levy,POS,MDA Desk Officer,2251493.64,2632354.24,2601833.84,1937586.41,664247.43
12/10/2025,2025,10,Ministry of Works and Housing,Mashi,Tenement Rates,POS,IRS Team A,3075143.28,3501018.61,2980519.84,2814870.11,165649.73
12/10/2025,2025,10,Katsina Urban Planning Authority,Mashi,Licensing Fees,Bank Transfer,Collection Agent North,11708545.2,14375737.63,11769146.2,10583851.86,1185294.34
12/10/2025,2025,10,Ministry of Transport,Mashi,Court Fines and Penalties,Collection Agent,MDA Desk Officer,2395462.08,2612506.58,2197295.04,2234665.93,-37370.89
12/10/2025,2025,10,Ministry of Lands and Survey,Musawa,PAYE Tax,Bank Transfer,MDA Desk Officer,22107122.4,24257099.1,19513087.21,21281060.54,-1767973.33
12/10/2025,2025,10,Ministry of Agriculture,Musawa,Road Taxes,Cash Office,Collection Agent North,19875193.8,22428126.8,20889199.41,17720864.62,3168334.79
12/10/2025,2025,10,Ministry of Education,Musawa,Market Fees,Cash Office,IRS Team A,19040153.88,22530456.05,21546350.32,18705236.1,2841114.22
12/10/2025,2025,10,State Water Board,Musawa,Land Use Charges,Collection Agent,Collection Agent North,11471809.8,13297793.88,10847846.63,11023862.11,-176015.48
12/10/2025,2025,10,Ministry of Lands and Survey,Musawa,Business Premises Levy,Cash Office,Collection Agent South,7040478.72,7523859.1,7290804.75,6329519.38,961285.37
12/10/2025,2025,10,Ministry of Works and Housing,Musawa,Motor Vehicle Registration,Online Portal,Collection Agent South,18270209.76,23407721.65,20021496.88,16003098.91,4018397.97
12/10/2025,2025,10,Ministry of Commerce and Industry,Musawa,Development Levy,Online Portal,Collection Agent North,5718740.28,7253709.71,6086852.85,4941606.3,1145246.55
12/10/2025,2025,10,State Water Board,Musawa,Tenement Rates,Collection Agent,IRS Team A,21232334.64,24977761.23,24618295.1,19675351.86,4942943.24
12/10/2025,2025,10,Katsina State Internal Revenue Service,Musawa,Licensing Fees,POS,IRS Team A,6408151.2,8414806.85,7460816.08,5460959.42,1999856.66
12/10/2025,2025,10,Ministry of Education,Musawa,Court Fines and Penalties,POS,Collection Agent South,23212507.56,25199874.24,25159527.4,21193002.43,3966524.97
12/10/2025,2025,10,Ministry of Transport,Bakori,PAYE Tax,Cash Office,Collection Agent North,4805990.64,5967175.38,5258037.82,4607722.24,650315.58
12/10/2025,2025,10,Ministry of Works and Housing,Bakori,Road Taxes,Online Portal,MDA Desk Officer,12102433.2,14621457.14,14278953.5,11684680.18,2594273.32
12/10/2025,2025,10,Katsina Urban Planning Authority,Bakori,Market Fees,POS,MDA Desk Officer,4895787.6,5515819.94,4418716.3,4785797.05,-367080.75
12/10/2025,2025,10,Ministry of Works and Housing,Bakori,Land Use Charges,Online Portal,IRS Team B,4994535.48,6574874.21,6035366.32,4704652.04,1330714.28
12/10/2025,2025,10,Ministry of Transport,Bakori,Business Premises Levy,Collection Agent,Collection Agent South,7439674.44,8550934.22,8296334.02,7342815.4,953518.62
12/10/2025,2025,10,State Water Board,Bakori,Motor Vehicle Registration,POS,MDA Desk Officer,7303174.56,9057878.09,8110253.91,7225058.68,885195.23
12/10/2025,2025,10,Ministry of Commerce and Industry,Bakori,Development Levy,POS,Collection Agent South,6870345.24,8016367.2,7727347.65,5887435.45,1839912.2
12/10/2025,2025,10,Ministry of Agriculture,Bakori,Tenement Rates,Cash Office,MDA Desk Officer,12128306.52,15073084.83,12557622.18,11038385.6,1519236.58
12/10/2025,2025,10,Katsina State Internal Revenue Service,Bakori,Licensing Fees,POS,MDA Desk Officer,10601081.04,13180049.46,12489062.98,9870802.89,2618260.09
12/10/2025,2025,10,Ministry of Transport,Bakori,Court Fines and Penalties,Collection Agent,IRS Team A,14486984.16,19086116.59,15464377.16,14028619.87,1435757.29
12/10/2025,2025,10,Ministry of Health,Charanchi,PAYE Tax,Bank Transfer,MDA Desk Officer,10493143.32,13583396.56,11671995.79,10260415.72,1411580.07
12/10/2025,2025,10,Ministry of Agriculture,Charanchi,Road Taxes,Cash Office,Collection Agent South,2387821.92,3074354.23,2945101.15,2192285.73,752815.42
12/10/2025,2025,10,State Water Board,Charanchi,Market Fees,Bank Transfer,Collection Agent North,23534599.44,30209060.55,25445076.89,21041348.6,4403728.29
12/10/2025,2025,10,Katsina Urban Planning Authority,Charanchi,Land Use Charges,Online Portal,Collection Agent South,20075585.64,22644534.94,21429993.56,19370203.68,2059789.88
12/10/2025,2025,10,Ministry of Works and Housing,Charanchi,Business Premises Levy,Cash Office,IRS Team A,21098940.72,24841069.58,22828445.94,19052447.04,3775998.9
12/10/2025,2025,10,Ministry of Lands and Survey,Charanchi,Motor Vehicle Registration,Cash Office,IRS Team B,21764707.8,25864121.73,21678915.2,20908617.12,770298.08
12/10/2025,2025,10,Ministry of Commerce and Industry,Charanchi,Development Levy,Bank Transfer,IRS Team B,17511869.76,23075836.34,20183255.94,15773912.96,4409342.98
12/10/2025,2025,10,State Water Board,Charanchi,Tenement Rates,Bank Transfer,Collection Agent South,21697356.12,27138080.09,26811780.86,18463359.96,8348420.9
12/10/2025,2025,10,State Water Board,Charanchi,Licensing Fees,POS,IRS Team B,6557036.64,7739977.43,7253363.14,5890648.04,1362715.1
12/10/2025,2025,10,Ministry of Transport,Charanchi,Court Fines and Penalties,Online Portal,IRS Team A,11846053.56,15858754.01,14712765.48,10740561.32,3972204.16
12/10/2025,2025,10,Ministry of Education,Jibia,PAYE Tax,Bank Transfer,MDA Desk Officer,8344761.48,10302450.93,10260230.7,7760216.84,2500013.86
12/10/2025,2025,10,Ministry of Health,Jibia,Road Taxes,Collection Agent,Collection Agent South,8713841.4,10107655.1,9049544.72,8217398.32,832146.4
12/10/2025,2025,10,Ministry of Health,Jibia,Market Fees,Bank Transfer,IRS Team B,8060238.12,9994669.83,8770635.43,7624698.02,1145937.41
12/10/2025,2025,10,Ministry of Lands and Survey,Jibia,Land Use Charges,Bank Transfer,Collection Agent North,22738593.24,24009819.59,19339284.67,22470068.13,-3130783.46
12/10/2025,2025,10,Ministry of Commerce and Industry,Jibia,Business Premises Levy,Cash Office,IRS Team B,5378751.84,7235457.96,6959849.16,5072318.67,1887530.49
12/10/2025,2025,10,Ministry of Transport,Jibia,Motor Vehicle Registration,Bank Transfer,MDA Desk Officer,8468495.64,10158210.54,9853504.39,7482387.4,2371116.99
12/10/2025,2025,10,Katsina State Internal Revenue Service,Jibia,Development Levy,Collection Agent,MDA Desk Officer,3203101.44,3866914.12,3208752.76,3128498.74,80254.02
12/10/2025,2025,10,Ministry of Works and Housing,Jibia,Tenement Rates,Bank Transfer,IRS Team B,19098653.64,21976411.51,19396098.1,17816405.91,1579692.19
12/10/2025,2025,10,Ministry of Works and Housing,Jibia,Licensing Fees,POS,Collection Agent South,4219067.16,4777648.93,3931402.31,4093619.08,-162216.77
12/10/2025,2025,10,Ministry of Education,Jibia,Court Fines and Penalties,POS,IRS Team A,10409695.56,13722548.92,11004830.5,9321783.28,1683047.22
12/10/2025,2025,10,Ministry of Agriculture,Batsari,PAYE Tax,Bank Transfer,Collection Agent South,13918027.2,17858340.05,15508956.54,13457384.62,2051571.92
12/10/2025,2025,10,Ministry of Transport,Batsari,Road Taxes,Online Portal,Collection Agent North,18366456.24,20648449.45,17292475.43,16130277.07,1162198.36
12/10/2025,2025,10,Ministry of Lands and Survey,Batsari,Market Fees,Collection Agent,MDA Desk Officer,19263563.88,23370990.81,20946641.55,18315692.56,2630948.99
12/10/2025,2025,10,Ministry of Transport,Batsari,Land Use Charges,Online Portal,Collection Agent North,12832399.8,16446501.67,16032926.49,12168286.73,3864639.76
12/10/2025,2025,10,Ministry of Works and Housing,Batsari,Business Premises Levy,Online Portal,IRS Team A,13397730.72,17712924.85,14631902.31,13199627.22,1432275.09
12/10/2025,2025,10,Katsina Urban Planning Authority,Batsari,Motor Vehicle Registration,Online Portal,Collection Agent North,14978008.32,20015910.45,18092425.62,13165740.01,4926685.61
12/10/2025,2025,10,Ministry of Lands and Survey,Batsari,Development Levy,Bank Transfer,IRS Team A,22151729.16,26714089.04,22713538.78,21370273.49,1343265.29
12/10/2025,2025,10,Ministry of Transport,Batsari,Tenement Rates,POS,IRS Team A,20066934.36,22376307.18,17916446.92,19936237.86,-2019790.94
12/10/2025,2025,10,Ministry of Lands and Survey,Batsari,Licensing Fees,Bank Transfer,IRS Team B,8153302.08,10152561.27,10085810.99,7007145.26,3078665.73
12/10/2025,2025,10,Ministry of Agriculture,Batsari,Court Fines and Penalties,Cash Office,MDA Desk Officer,1996542.24,2389689.16,2255371.79,1708494.73,546877.06
12/10/2025,2025,10,Ministry of Commerce and Industry,Rimi,PAYE Tax,Bank Transfer,Collection Agent South,15299202.6,16498631.64,13997318.75,13745896.39,251422.36
12/10/2025,2025,10,Ministry of Lands and Survey,Rimi,Road Taxes,POS,IRS Team A,10647443.4,13830458.52,12238501.59,9876480.74,2362020.85
12/10/2025,2025,10,Katsina Urban Planning Authority,Rimi,Market Fees,Collection Agent,IRS Team B,9029474.52,10874916.14,10566637.87,8540842.92,2025794.95
12/10/2025,2025,10,Ministry of Commerce and Industry,Rimi,Land Use Charges,Online Portal,Collection Agent South,9642915.48,11074901.47,8977548.69,9147600.68,-170051.99
12/10/2025,2025,10,Katsina State Internal Revenue Service,Rimi,Business Premises Levy,Online Portal,Collection Agent North,12766596.48,16828257.37,16137248.63,11392615.73,4744632.9
12/10/2025,2025,10,Ministry of Lands and Survey,Rimi,Motor Vehicle Registration,Online Portal,IRS Team A,9694656.84,11295528.51,10742313.86,8548233.6,2194080.26
12/10/2025,2025,10,Ministry of Education,Rimi,Development Levy,POS,IRS Team B,20027743.56,24769586.78,22048001.07,17509264.62,4538736.45
12/10/2025,2025,10,Ministry of Lands and Survey,Rimi,Tenement Rates,Online Portal,MDA Desk Officer,9510506.28,11076393.5,10349235.94,8091884.58,2257351.36
12/10/2025,2025,10,Ministry of Commerce and Industry,Rimi,Licensing Fees,Collection Agent,IRS Team B,9939974.88,10891463.33,10874815.1,8816646.97,2058168.13
12/10/2025,2025,10,Ministry of Transport,Rimi,Court Fines and Penalties,Bank Transfer,IRS Team B,9892433.76,13233763.21,13090943.98,9411930.34,3679013.64
12/10/2025,2025,10,Katsina Urban Planning Authority,Kusada,PAYE Tax,POS,IRS Team A,11934430.2,13688965.78,13602302.07,10177666.87,3424635.2
12/10/2025,2025,10,Ministry of Agriculture,Kusada,Road Taxes,POS,IRS Team A,17529898.32,20118545.46,16976124.03,17233901.07,-257777.04
12/10/2025,2025,10,Ministry of Transport,Kusada,Market Fees,Bank Transfer,MDA Desk Officer,19158202.8,25185749.13,25084909.04,18761162.43,6323746.61
12/10/2025,2025,10,State Water Board,Kusada,Land Use Charges,Cash Office,MDA Desk Officer,2293766.64,2418972.75,2306376.81,2200938.23,105438.58
12/10/2025,2025,10,Ministry of Transport,Kusada,Business Premises Levy,POS,Collection Agent South,17906947.08,21442871.19,17502503.87,17068542.81,433961.06
12/10/2025,2025,10,Ministry of Commerce and Industry,Kusada,Motor Vehicle Registration,POS,IRS Team B,2061562.8,2687244.01,2181258.52,1844626.91,336631.61
12/10/2025,2025,10,Ministry of Works and Housing,Kusada,Development Levy,POS,MDA Desk Officer,15090504,18985452.29,16245120.24,14431021.65,1814098.59
12/10/2025,2025,10,Ministry of Works and Housing,Kusada,Tenement Rates,Bank Transfer,Collection Agent North,16182736.68,17227176.69,14126538.09,14311706.03,-185167.94
12/10/2025,2025,10,Ministry of Transport,Kusada,Licensing Fees,Collection Agent,Collection Agent South,10912099.44,14015036.82,13672037.23,10236004.77,3436032.46
12/10/2025,2025,10,Ministry of Health,Kusada,Court Fines and Penalties,Online Portal,MDA Desk Officer,7726098.6,9540423.05,8217036.6,7693605.94,523430.66
23/11/2025,2025,11,Ministry of Works and Housing,Katsina,PAYE Tax,Online Portal,IRS Team B,18660150.96,21445846.66,17984743.39,17583360.75,401382.64
23/11/2025,2025,11,State Water Board,Katsina,Road Taxes,POS,Collection Agent North,20548387.2,24912712.19,23059725.74,17703125.27,5356600.47
23/11/2025,2025,11,Ministry of Education,Katsina,Market Fees,Online Portal,Collection Agent South,15004403.04,15894843.79,15717705.09,13891528.09,1826177
23/11/2025,2025,11,Katsina State Internal Revenue Service,Katsina,Land Use Charges,Cash Office,Collection Agent North,11530728,12425580.36,11033541.05,10405984.92,627556.13
23/11/2025,2025,11,Ministry of Commerce and Industry,Katsina,Business Premises Levy,POS,IRS Team A,22633048.68,27736162.23,22544950.36,21414050.59,1130899.77
23/11/2025,2025,11,Ministry of Education,Katsina,Motor Vehicle Registration,Cash Office,IRS Team A,10444496.04,12933943.94,11915211.73,10219589.97,1695621.76
23/11/2025,2025,11,Ministry of Health,Katsina,Development Levy,Cash Office,MDA Desk Officer,20245480.2,24536709.71,23651743.36,18181040.17,5470703.19
23/11/2025,2025,11,Ministry of Works and Housing,Katsina,Tenement Rates,Online Portal,IRS Team B,23482405.32,25382064.4,24147934.86,22010303.82,2137631.04
23/11/2025,2025,11,Ministry of Works and Housing,Katsina,Licensing Fees,POS,MDA Desk Officer,7459437.48,9715553,8317408.48,6393986.26,1923422.22
23/11/2025,2025,11,Katsina State Internal Revenue Service,Katsina,Court Fines and Penalties,Online Portal,Collection Agent North,11040786.24,12407043.1,10485299.38,9621966.42,863332.96
23/11/2025,2025,11,Ministry of Transport,Daura,PAYE Tax,Bank Transfer,IRS Team A,10833688.8,12407603.66,11240696.11,9938423.76,1302272.35
23/11/2025,2025,11,Ministry of Commerce and Industry,Daura,Road Taxes,Collection Agent,Collection Agent South,7292648.88,8697435.02,7475546.48,7070536.38,405010.1
23/11/2025,2025,11,Ministry of Commerce and Industry,Daura,Market Fees,Bank Transfer,IRS Team A,2740186.68,3506717.41,3476696.41,2449079.09,1027617.32
23/11/2025,2025,11,Ministry of Transport,Daura,Land Use Charges,Collection Agent,IRS Team B,15939908.16,21097092.62,17821811.78,13600446.48,4221365.3
23/11/2025,2025,11,Katsina State Internal Revenue Service,Daura,Business Premises Levy,Bank Transfer,IRS Team A,12606034.32,16695770.93,13963894.57,10715848.53,3248046.04
23/11/2025,2025,11,Ministry of Education,Daura,Motor Vehicle Registration,Bank Transfer,Collection Agent South,12868265.52,15540471.78,14968913.7,11710536.62,3258377.08
23/11/2025,2025,11,Katsina Urban Planning Authority,Daura,Development Levy,Cash Office,MDA Desk Officer,18159913.2,19899145.92,19391639.46,17639972.4,1751667.06
23/11/2025,2025,11,Ministry of Agriculture,Daura,Tenement Rates,POS,Collection Agent South,11685071.64,13132954.1,12251710.99,10759272.08,1492438.91
23/11/2025,2025,11,Katsina State Internal Revenue Service,Daura,Licensing Fees,Cash Office,MDA Desk Officer,12637439.76,13609900.05,12575764.05,11278997.66,1296766.39
23/11/2025,2025,11,Ministry of Education,Daura,Court Fines and Penalties,Online Portal,Collection Agent North,8159974.68,9166216.55,7986309.5,7335052.14,651257.36
23/11/2025,2025,11,Ministry of Lands and Survey,Funtua,PAYE Tax,Online Portal,MDA Desk Officer,13884959.88,16339089.96,15214786.82,12425497.64,2789289.18
23/11/2025,2025,11,Ministry of Commerce and Industry,Funtua,Road Taxes,Bank Transfer,IRS Team B,8155568.52,9625652.21,9549360.94,7354812.48,2194548.46
23/11/2025,2025,11,State Water Board,Funtua,Market Fees,Bank Transfer,Collection Agent North,21877053,29255689.29,23423389.16,20306793.75,3116595.41
23/11/2025,2025,11,Ministry of Transport,Funtua,Land Use Charges,POS,Collection Agent North,13281051.96,15907645.36,13080154.11,11568433.95,1511720.16
23/11/2025,2025,11,Ministry of Transport,Funtua,Business Premises Levy,Collection Agent,IRS Team B,11945560.44,15246456.33,13109737.16,11202488.64,1907248.52
23/11/2025,2025,11,Ministry of Transport,Funtua,Motor Vehicle Registration,Cash Office,Collection Agent South,18802217.28,22519881.49,20526223.41,16484552.85,4041670.56
23/11/2025,2025,11,Ministry of Works and Housing,Funtua,Development Levy,POS,IRS Team B,11274654.6,13262118.42,10864455.89,10660829.36,203626.53
23/11/2025,2025,11,Ministry of Lands and Survey,Funtua,Tenement Rates,Bank Transfer,MDA Desk Officer,4488405.24,6043623.44,6004460.43,4115251.78,1889208.65
23/11/2025,2025,11,Ministry of Health,Funtua,Licensing Fees,POS,Collection Agent South,21443109.6,24487476.54,20084248.39,20579009.1,-494760.71
23/11/2025,2025,11,Ministry of Health,Funtua,Court Fines and Penalties,Collection Agent,IRS Team A,17863956,22868437.63,21415988.15,15610693.2,5805294.95
23/11/2025,2025,11,Ministry of Education,Malumfashi,PAYE Tax,Bank Transfer,Collection Agent South,4416423,5551875.7,5168246.6,4121980.91,1046265.69
23/11/2025,2025,11,Katsina State Internal Revenue Service,Malumfashi,Road Taxes,Bank Transfer,IRS Team B,12689759.28,16912627.5,13605989.47,11626083.15,1979906.32
23/11/2025,2025,11,Ministry of Health,Malumfashi,Market Fees,Bank Transfer,IRS Team A,20509484.16,21585781.88,19175714.71,19224042.35,-48327.64
23/11/2025,2025,11,Katsina State Internal Revenue Service,Malumfashi,Land Use Charges,Cash Office,IRS Team B,10586546.52,11660306.25,10485794.79,10382727.2,103067.59
23/11/2025,2025,11,Ministry of Lands and Survey,Malumfashi,Business Premises Levy,Cash Office,MDA Desk Officer,22060283.52,26808110.45,22960762.74,21927823.55,1032939.19
23/11/2025,2025,11,State Water Board,Malumfashi,Motor Vehicle Registration,POS,Collection Agent North,19427357.4,21201920.4,17621027.15,17180785.23,440241.92
23/11/2025,2025,11,Ministry of Education,Malumfashi,Development Levy,Online Portal,IRS Team A,21422359.2,23481770.77,20162507.83,19658442.75,504065.08
23/11/2025,2025,11,Ministry of Commerce and Industry,Malumfashi,Tenement Rates,Online Portal,Collection Agent South,4163943.96,4804958.44,4444284.68,3729178.79,715105.89
23/11/2025,2025,11,Ministry of Commerce and Industry,Malumfashi,Licensing Fees,Online Portal,Collection Agent North,23428339.44,26314975.26,23113402.36,21867399.93,1246002.43
23/11/2025,2025,11,Ministry of Agriculture,Malumfashi,Court Fines and Penalties,Bank Transfer,IRS Team A,18317044.68,21254380.86,17091587.48,16999798.64,91788.84
23/11/2025,2025,11,Katsina State Internal Revenue Service,Dutsin-Ma,PAYE Tax,Collection Agent,MDA Desk Officer,16836869.28,19542683.05,18819567.65,15872794.36,2946773.29
23/11/2025,2025,11,Ministry of Transport,Dutsin-Ma,Road Taxes,Collection Agent,Collection Agent North,19943020.68,24585566.49,23449594.8,18862160.43,4587434.37
23/11/2025,2025,11,Ministry of Commerce and Industry,Dutsin-Ma,Market Fees,Online Portal,Collection Agent North,3497605.32,4266076.73,3794499.39,3443529.29,350970.1
23/11/2025,2025,11,Ministry of Lands and Survey,Dutsin-Ma,Land Use Charges,Cash Office,IRS Team A,13879518.84,14586507.44,11855155.56,11962298.26,-107142.7
23/11/2025,2025,11,Ministry of Commerce and Industry,Dutsin-Ma,Business Premises Levy,POS,IRS Team B,16334023.2,18372785.99,16196610.62,14410773.89,1785836.73
23/11/2025,2025,11,State Water Board,Dutsin-Ma,Motor Vehicle Registration,Cash Office,IRS Team B,10544154.72,13470045.06,12266594.57,10396173.29,1870421.28
23/11/2025,2025,11,State Water Board,Dutsin-Ma,Development Levy,Bank Transfer,MDA Desk Officer,8721588.48,9819029.64,9690064.11,7737782.5,1952281.61
23/11/2025,2025,11,Ministry of Agriculture,Dutsin-Ma,Tenement Rates,POS,Collection Agent North,23017885.44,27343188.85,24262105.41,20156667.35,4105438.06
23/11/2025,2025,11,Ministry of Lands and Survey,Dutsin-Ma,Licensing Fees,Collection Agent,Collection Agent South,15726758.52,19156126.57,17108676.58,13476714.01,3631962.57
23/11/2025,2025,11,State Water Board,Dutsin-Ma,Court Fines and Penalties,Collection Agent,Collection Agent South,2588633.52,3030271.54,2692007.23,2268199.99,423807.24
23/11/2025,2025,11,Ministry of Lands and Survey,Kankia,PAYE Tax,Online Portal,Collection Agent North,6294095.28,7645769.77,7329663.55,6120166.97,1209496.58
23/11/2025,2025,11,Katsina State Internal Revenue Service,Kankia,Road Taxes,POS,Collection Agent North,11126042.4,12655429.29,10622655.98,10694987.03,-72331.05
23/11/2025,2025,11,Katsina State Internal Revenue Service,Kankia,Market Fees,Online Portal,Collection Agent North,23617694.76,31448873.23,27852072.51,23346240.36,4505832.15
23/11/2025,2025,11,Katsina State Internal Revenue Service,Kankia,Land Use Charges,Bank Transfer,IRS Team A,10963636.2,12535078.3,12482842.88,9881937.56,2600905.32
23/11/2025,2025,11,Ministry of Transport,Kankia,Business Premises Levy,POS,Collection Agent South,22826379.84,25454493.3,21840136.52,19667487,2172649.52
23/11/2025,2025,11,State Water Board,Kankia,Motor Vehicle Registration,Online Portal,MDA Desk Officer,5563390.8,6059943.76,5978849.26,5414100.22,564749.04
23/11/2025,2025,11,Ministry of Education,Kankia,Development Levy,Cash Office,IRS Team A,11297300.52,13443628.57,13384362.32,10375637.71,3008724.61
23/11/2025,2025,11,State Water Board,Kankia,Tenement Rates,Online Portal,Collection Agent North,5826147.36,6397677.07,6304870.75,5162252.72,1142618.03
23/11/2025,2025,11,Katsina Urban Planning Authority,Kankia,Licensing Fees,Cash Office,MDA Desk Officer,7169778,8830546.82,7649685.14,7030663.88,619021.26
23/11/2025,2025,11,Ministry of Education,Kankia,Court Fines and Penalties,Collection Agent,MDA Desk Officer,23705057.64,25968277.86,24010948.2,22169999.79,1840948.41
23/11/2025,2025,11,Ministry of Health,Mani,PAYE Tax,Cash Office,IRS Team A,15879574.92,19884259.11,16657464.43,13876213.71,2781250.72
23/11/2025,2025,11,Ministry of Commerce and Industry,Mani,Road Taxes,Online Portal,IRS Team A,8071726.08,8843985.28,8831509.85,7955777.71,875732.14
23/11/2025,2025,11,Ministry of Health,Mani,Market Fees,Bank Transfer,Collection Agent North,13203447.84,13949632.93,11260808.83,11955206.29,-694397.46
23/11/2025,2025,11,Katsina Urban Planning Authority,Mani,Land Use Charges,POS,Collection Agent North,19393719.84,21563185.08,20896955.72,16556931.85,4340023.87
23/11/2025,2025,11,Katsina State Internal Revenue Service,Mani,Business Premises Levy,Cash Office,Collection Agent North,15805425.24,20288107.3,16286972.66,13861472.69,2425499.97
23/11/2025,2025,11,Ministry of Agriculture,Mani,Motor Vehicle Registration,Online Portal,Collection Agent North,21899384.76,28884065.6,26100077.3,20454431.9,5645645.4
23/11/2025,2025,11,Katsina Urban Planning Authority,Mani,Development Levy,Bank Transfer,IRS Team A,7622683.2,9237377.9,8699209.11,7129747.15,1569461.96
23/11/2025,2025,11,Ministry of Works and Housing,Mani,Tenement Rates,POS,Collection Agent North,3523248.96,4662582.96,4035214.08,3446383.18,588830.9
23/11/2025,2025,11,Ministry of Lands and Survey,Mani,Licensing Fees,Collection Agent,Collection Agent North,12205508.04,15125111.22,12590738.97,11577118.69,1013620.28
23/11/2025,2025,11,State Water Board,Mani,Court Fines and Penalties,Cash Office,Collection Agent North,6370030.92,8056735.85,7123833.17,6326056.34,797776.83
23/11/2025,2025,11,State Water Board,Mashi,PAYE Tax,POS,Collection Agent South,14122584.96,18914583.35,18734935.2,13855357.54,4879577.66
23/11/2025,2025,11,Ministry of Transport,Mashi,Road Taxes,Cash Office,IRS Team A,2207502,2635176.34,2174145.3,1949778.7,224366.6
23/11/2025,2025,11,Katsina Urban Planning Authority,Mashi,Market Fees,Collection Agent,Collection Agent South,6252874.32,7435517.45,7417206.78,6247567.56,1169639.22
23/11/2025,2025,11,Ministry of Education,Mashi,Land Use Charges,Cash Office,Collection Agent North,16823221.8,21876815.97,17775503.68,15910409.63,1865094.05
23/11/2025,2025,11,Ministry of Education,Mashi,Business Premises Levy,Online Portal,Collection Agent North,2351160.24,2534125.99,2514465.79,2262409.08,252056.71
23/11/2025,2025,11,Ministry of Commerce and Industry,Mashi,Motor Vehicle Registration,Online Portal,IRS Team B,23038989.6,27968606.91,27159963.69,22592053.35,4567910.34
23/11/2025,2025,11,Ministry of Works and Housing,Mashi,Development Levy,Bank Transfer,IRS Team A,18763968.96,23357337.82,20041468.17,17521883.37,2519584.8
23/11/2025,2025,11,Katsina State Internal Revenue Service,Mashi,Tenement Rates,POS,IRS Team A,5030188.68,5723957.71,5330762.11,4614123.37,716638.74
23/11/2025,2025,11,Ministry of Education,Mashi,Licensing Fees,Collection Agent,IRS Team B,8382562.32,9724161.02,8791959.6,7623788.1,1168171.5
23/11/2025,2025,11,Ministry of Transport,Mashi,Court Fines and Penalties,Cash Office,Collection Agent South,19335047.16,22807369.08,21106265.91,17691186.36,3415079.55
23/11/2025,2025,11,Ministry of Commerce and Industry,Musawa,PAYE Tax,Collection Agent,IRS Team B,3378289.2,4241050.8,4173789.81,3343815.63,829974.18
23/11/2025,2025,11,Ministry of Education,Musawa,Road Taxes,Collection Agent,Collection Agent North,5010185.4,6258841.09,5354269.66,4309411.82,1044857.84
23/11/2025,2025,11,Ministry of Transport,Musawa,Market Fees,POS,IRS Team B,3630000,4224249.96,3814937.09,3155482.53,659454.56
23/11/2025,2025,11,Ministry of Education,Musawa,Land Use Charges,POS,IRS Team B,14152806.36,17719490.47,16961320.6,13372700.14,3588620.46
23/11/2025,2025,11,Ministry of Agriculture,Musawa,Business Premises Levy,Bank Transfer,Collection Agent North,5660220.72,7434581.84,6384638.09,4827733.4,1556904.69
23/11/2025,2025,11,Ministry of Education,Musawa,Motor Vehicle Registration,POS,IRS Team B,19914814.92,21553492.47,18626839.24,17488606.18,1138233.06
