Date,Year,Month,Employee ID,MDA,LGA,Grade Level,Bank,Basic Salary,Allowances,Deductions,Net Pay,Employee Status
25/11/2025,2025,11,EMP24570,Katsina State Internal Revenue Service,Jibia,GL 08,Access Bank,319846,52379.83,11075.29,361150.54,Retired
25/11/2025,2025,11,EMP24571,State Water Board,Katsina,GL 16,Zenith Bank,404985,124070.98,30757.83,498298.15,Active
25/11/2025,2025,11,EMP24572,Ministry of Agriculture,Bakori,GL 14,Zenith Bank,112544,37861.31,13209.2,137196.11,Active
25/11/2025,2025,11,EMP24573,State Water Board,Rimi,GL 08,GTBank,176683,26184.88,14729.32,188138.56,Suspended
25/11/2025,2025,11,EMP24574,Ministry of Education,Mashi,GL 12,Keystone Bank,221888,27158.92,20606.16,228440.76,Active
25/11/2025,2025,11,EMP24575,Ministry of Works and Housing,Malumfashi,GL 14,Access Bank,294830,69878.88,42595.35,322113.53,Active
25/11/2025,2025,11,EMP24576,Ministry of Health,Funtua,GL 16,GTBank,198592,23909.58,18807.09,203694.49,Active
25/11/2025,2025,11,EMP24577,State Water Board,Jibia,GL 10,First Bank,376437,134128.84,24850.14,485715.7,Active
25/11/2025,2025,11,EMP24578,Ministry of Health,Charanchi,GL 12,First Bank,143373,57544.92,5392.59,195525.33,Retired
25/11/2025,2025,11,EMP24579,Katsina Urban Planning Authority,Kusada,GL 16,GTBank,411748,111038.37,57281.74,465504.63,Duplicate Review
25/11/2025,2025,11,EMP24580,Ministry of Health,Jibia,GL 16,First Bank,326644,122591.49,37651.54,411583.95,Active
25/11/2025,2025,11,EMP24581,Ministry of Commerce and Industry,Mashi,GL 06,Access Bank,160227,46719.06,18474.64,188471.42,Retired
25/11/2025,2025,11,EMP24582,State Water Board,Malumfashi,GL 10,Access Bank,323585,109953.74,24706.49,408832.25,Active
25/11/2025,2025,11,EMP24583,Katsina State Internal Revenue Service,Malumfashi,GL 16,Zenith Bank,153843,45985.89,15213.75,184615.14,Active
25/11/2025,2025,11,EMP24584,Ministry of Agriculture,Musawa,GL 06,GTBank,441392,80748.19,79329.22,442810.97,Duplicate Review
25/11/2025,2025,11,EMP24585,Ministry of Works and Housing,Malumfashi,GL 04,Zenith Bank,275077,66450.69,43872.69,297655,Active
25/11/2025,2025,11,EMP24586,Ministry of Commerce and Industry,Mashi,GL 08,UBA,442355,179058.7,52038.85,569374.85,Duplicate Review
25/11/2025,2025,11,EMP24587,Ministry of Health,Mashi,GL 08,Zenith Bank,160788,69677.13,17965.79,212499.34,Duplicate Review
25/11/2025,2025,11,EMP24588,Ministry of Agriculture,Bakori,GL 08,First Bank,270772,102713.02,9126.65,364358.37,Suspended
25/11/2025,2025,11,EMP24589,Katsina State Internal Revenue Service,Katsina,GL 12,First Bank,277473,115736.66,21466.47,371743.19,Active
25/11/2025,2025,11,EMP24590,State Water Board,Batsari,GL 14,Keystone Bank,294637,38415.41,39446.75,293605.66,Retired
25/11/2025,2025,11,EMP24591,Ministry of Lands and Survey,Funtua,GL 04,GTBank,300365,39183.25,23626.73,315921.52,Active
25/11/2025,2025,11,EMP24592,Ministry of Education,Bakori,GL 08,First Bank,112236,47428.81,8137.63,151527.18,Retired
25/11/2025,2025,11,EMP24593,Ministry of Transport,Charanchi,GL 08,UBA,302853,87136.59,38271.43,351718.16,Active
25/11/2025,2025,11,EMP24594,Ministry of Transport,Mashi,GL 16,First Bank,321503,106959.99,49966.58,378496.41,Active
25/11/2025,2025,11,EMP24595,Ministry of Lands and Survey,Musawa,GL 12,GTBank,203988,69478.61,14958.68,258507.93,Active
25/11/2025,2025,11,EMP24596,Ministry of Transport,Musawa,GL 10,First Bank,394410,140801.42,49707.22,485504.2,Duplicate Review
25/11/2025,2025,11,EMP24597,Ministry of Education,Kusada,GL 04,Access Bank,336505,45059.38,57366.36,324198.02,Suspended
25/11/2025,2025,11,EMP24598,Ministry of Lands and Survey,Daura,GL 12,GTBank,202516,74852.22,9478.76,267889.46,Duplicate Review
25/11/2025,2025,11,EMP24599,Ministry of Health,Charanchi,GL 12,First Bank,80440,31830.26,6460.72,105809.54,Duplicate Review
25/11/2025,2025,11,EMP24600,Katsina State Internal Revenue Service,Mashi,GL 10,GTBank,424849,176872.66,20904.27,580817.39,Retired
25/11/2025,2025,11,EMP24601,State Water Board,Musawa,GL 10,Keystone Bank,213649,47280.3,6686.97,254242.33,Active
25/11/2025,2025,11,EMP24602,Katsina State Internal Revenue Service,Mani,GL 14,Keystone Bank,356924,60669.27,30554.31,387038.96,Active
25/11/2025,2025,11,EMP24603,Ministry of Lands and Survey,Funtua,GL 06,Zenith Bank,323874,44118.11,19608.2,348383.91,Duplicate Review
25/11/2025,2025,11,EMP24604,Ministry of Commerce and Industry,Musawa,GL 12,UBA,153784,30680.59,21734.66,162729.93,Suspended
25/11/2025,2025,11,EMP24605,Ministry of Agriculture,Kankia,GL 08,First Bank,187426,57016.79,28584.51,215858.28,Active
25/11/2025,2025,11,EMP24606,Katsina State Internal Revenue Service,Musawa,GL 06,UBA,82113,13849.47,10033.75,85928.72,Duplicate Review
25/11/2025,2025,11,EMP24607,Ministry of Education,Musawa,GL 12,GTBank,373225,166223.16,13492.44,525955.72,Retired
25/11/2025,2025,11,EMP24608,Ministry of Transport,Bakori,GL 08,Keystone Bank,169386,38164.51,24336.12,183214.39,Active
25/11/2025,2025,11,EMP24609,State Water Board,Bakori,GL 10,GTBank,427493,97740.5,64632.43,460601.07,Active
25/11/2025,2025,11,EMP24610,Katsina Urban Planning Authority,Funtua,GL 04,Keystone Bank,344347,57176.35,17887.58,383635.77,Active
25/11/2025,2025,11,EMP24611,Ministry of Education,Kusada,GL 14,Keystone Bank,426937,70014.66,47118.05,449833.61,Retired
25/11/2025,2025,11,EMP24612,Ministry of Commerce and Industry,Charanchi,GL 08,GTBank,410673,88278.34,43982.31,454969.03,Suspended
25/11/2025,2025,11,EMP24613,Ministry of Education,Katsina,GL 12,GTBank,85988,34611.52,9596.72,111002.8,Active
25/11/2025,2025,11,EMP24614,Ministry of Health,Dutsin-Ma,GL 08,UBA,356030,107058.75,53518.32,409570.43,Suspended
25/11/2025,2025,11,EMP24615,State Water Board,Daura,GL 04,UBA,347198,78112.23,23480.82,401829.41,Duplicate Review
25/11/2025,2025,11,EMP24616,Ministry of Lands and Survey,Rimi,GL 10,UBA,176468,65228.88,8102.42,233594.46,Active
25/11/2025,2025,11,EMP24617,Ministry of Agriculture,Musawa,GL 14,First Bank,244319,98562.29,12518.55,330362.74,Active
25/11/2025,2025,11,EMP24618,Ministry of Education,Batsari,GL 16,Keystone Bank,444536,46390.2,67618.55,423307.65,Active
25/11/2025,2025,11,EMP24619,Katsina Urban Planning Authority,Daura,GL 14,Access Bank,384862,120409.07,29094.86,476176.21,Active
25/11/2025,2025,11,EMP24620,Katsina Urban Planning Authority,Musawa,GL 14,GTBank,124217,51212.79,11257.76,164172.03,Duplicate Review
25/11/2025,2025,11,EMP24621,Ministry of Transport,Musawa,GL 06,GTBank,414260,81113.61,38282.2,457091.41,Suspended
25/11/2025,2025,11,EMP24622,State Water Board,Jibia,GL 10,Keystone Bank,277851,43385.4,34252.37,286984.03,Suspended
25/11/2025,2025,11,EMP24623,Ministry of Commerce and Industry,Kusada,GL 14,UBA,298152,115916.91,10677.75,403391.16,Active
25/11/2025,2025,11,EMP24624,Ministry of Education,Charanchi,GL 12,Keystone Bank,354746,115106.5,60455.62,409396.88,Duplicate Review
25/11/2025,2025,11,EMP24625,Ministry of Commerce and Industry,Kusada,GL 16,UBA,174472,52347.03,8662.49,218156.54,Retired
25/11/2025,2025,11,EMP24626,Ministry of Lands and Survey,Kusada,GL 16,GTBank,370442,44174.1,55239.53,359376.57,Active
25/11/2025,2025,11,EMP24627,Ministry of Lands and Survey,Mashi,GL 12,UBA,297256,77517.46,16800.1,357973.36,Active
25/11/2025,2025,11,EMP24628,Ministry of Commerce and Industry,Rimi,GL 16,GTBank,231291,64801.55,32670.47,263422.08,Active
25/11/2025,2025,11,EMP24629,Ministry of Education,Batsari,GL 08,First Bank,277365,105557.87,23698.14,359224.73,Suspended
25/11/2025,2025,11,EMP24630,Ministry of Agriculture,Mashi,GL 06,Zenith Bank,343571,73968.44,17065.49,400473.95,Suspended
25/11/2025,2025,11,EMP24631,State Water Board,Batsari,GL 10,GTBank,187424,65893.96,20501.25,232816.71,Duplicate Review
25/11/2025,2025,11,EMP24632,Ministry of Lands and Survey,Malumfashi,GL 16,Access Bank,185345,41636.95,21388.17,205593.78,Suspended
25/11/2025,2025,11,EMP24633,Ministry of Transport,Mashi,GL 04,Access Bank,201057,73638.13,17633.77,257061.36,Retired
25/11/2025,2025,11,EMP24634,Ministry of Transport,Mashi,GL 10,Zenith Bank,296728,127561.57,27717.55,396572.02,Active
25/11/2025,2025,11,EMP24635,Ministry of Agriculture,Musawa,GL 08,GTBank,165498,36381.57,19345.69,182533.88,Active
25/11/2025,2025,11,EMP24636,Ministry of Education,Rimi,GL 16,Access Bank,448386,61986.97,30743.86,479629.11,Suspended
25/11/2025,2025,11,EMP24637,Ministry of Health,Katsina,GL 10,First Bank,400742,68237.09,14862.24,454116.85,Retired
25/11/2025,2025,11,EMP24638,State Water Board,Daura,GL 10,Zenith Bank,242698,85190.29,15535.45,312352.84,Duplicate Review
25/11/2025,2025,11,EMP24639,Ministry of Lands and Survey,Katsina,GL 16,GTBank,396854,113913.95,15305.78,495462.17,Duplicate Review
25/11/2025,2025,11,EMP24640,Ministry of Lands and Survey,Kusada,GL 08,GTBank,87919,16936.47,11123.69,93731.78,Suspended
25/11/2025,2025,11,EMP24641,Ministry of Works and Housing,Musawa,GL 14,Access Bank,129271,14246.51,6939.01,136578.5,Active
25/11/2025,2025,11,EMP24642,Ministry of Works and Housing,Funtua,GL 06,Zenith Bank,141768,23533.48,18855.75,146445.73,Retired
25/11/2025,2025,11,EMP24643,Ministry of Works and Housing,Rimi,GL 10,GTBank,413008,175780.85,43005.17,545783.68,Active
25/11/2025,2025,11,EMP24644,Katsina Urban Planning Authority,Katsina,GL 12,Keystone Bank,346054,44958.19,46641.56,344370.63,Active
25/11/2025,2025,11,EMP24645,Ministry of Agriculture,Katsina,GL 14,UBA,238005,52476.42,38742.17,251739.25,Active
25/11/2025,2025,11,EMP24646,Ministry of Transport,Funtua,GL 06,First Bank,276706,54584.35,39231.57,292058.78,Active
25/11/2025,2025,11,EMP24647,Ministry of Education,Kankia,GL 10,Access Bank,309861,48870.12,38096.69,320634.43,Suspended
25/11/2025,2025,11,EMP24648,Ministry of Agriculture,Dutsin-Ma,GL 14,UBA,240255,80561.53,9168.16,311648.37,Active
25/11/2025,2025,11,EMP24649,Ministry of Education,Rimi,GL 04,UBA,434140,175426.52,66265.49,543301.03,Retired
25/11/2025,2025,11,EMP24650,Ministry of Transport,Daura,GL 14,Zenith Bank,142005,26547.91,20589.42,147963.49,Active
25/11/2025,2025,11,EMP24651,Ministry of Lands and Survey,Rimi,GL 14,Access Bank,355060,45702.69,24728.23,376034.46,Duplicate Review
25/11/2025,2025,11,EMP24652,Ministry of Lands and Survey,Dutsin-Ma,GL 14,Keystone Bank,406770,61167.36,52175.22,415762.14,Suspended
25/11/2025,2025,11,EMP24653,Ministry of Education,Funtua,GL 10,Zenith Bank,316990,65062.4,17463.76,364588.64,Active
25/11/2025,2025,11,EMP24654,Ministry of Lands and Survey,Malumfashi,GL 12,UBA,417497,92479.87,20556.64,489420.23,Active
25/11/2025,2025,11,EMP24655,Katsina Urban Planning Authority,Rimi,GL 08,Access Bank,309067,66534.84,11253.09,364348.75,Active
25/11/2025,2025,11,EMP24656,Katsina Urban Planning Authority,Bakori,GL 12,Access Bank,98920,27622.78,4404.79,122137.99,Suspended
25/11/2025,2025,11,EMP24657,Ministry of Commerce and Industry,Rimi,GL 14,Access Bank,198021,81770.15,12116.19,267674.96,Retired
25/11/2025,2025,11,EMP24658,Ministry of Agriculture,Mashi,GL 12,Keystone Bank,270952,99763.46,40448.27,330267.19,Retired
25/11/2025,2025,11,EMP24659,Ministry of Education,Bakori,GL 16,Zenith Bank,407737,61026.33,18358.49,450404.84,Retired
25/11/2025,2025,11,EMP24660,Katsina State Internal Revenue Service,Musawa,GL 14,Access Bank,243994,39894.3,27472.28,256416.02,Active
25/11/2025,2025,11,EMP24661,Ministry of Commerce and Industry,Musawa,GL 12,Keystone Bank,408319,90040.43,30454.17,467905.26,Active
25/11/2025,2025,11,EMP24662,Ministry of Lands and Survey,Funtua,GL 08,Zenith Bank,169095,20394.22,26824.76,162664.46,Active
25/11/2025,2025,11,EMP24663,Ministry of Health,Rimi,GL 06,First Bank,406889,148104.07,63821.19,491171.88,Active
25/11/2025,2025,11,EMP24664,Ministry of Education,Kankia,GL 08,Keystone Bank,386741,153860.71,21196.42,519405.29,Duplicate Review
25/11/2025,2025,11,EMP24665,Ministry of Works and Housing,Bakori,GL 12,First Bank,282611,67222.76,18603.74,331230.02,Duplicate Review
25/11/2025,2025,11,EMP24666,Ministry of Transport,Rimi,GL 06,Access Bank,327041,42523.31,39217.58,330346.73,Active
25/11/2025,2025,11,EMP24667,Katsina Urban Planning Authority,Malumfashi,GL 08,Access Bank,244887,71199.69,10262,305824.69,Suspended
25/11/2025,2025,11,EMP24668,Ministry of Transport,Bakori,GL 10,Access Bank,302972,77526.04,48006.45,332491.59,Active
25/11/2025,2025,11,EMP24669,Ministry of Education,Rimi,GL 10,Keystone Bank,407180,93721.45,65915.58,434985.87,Duplicate Review
25/11/2025,2025,11,EMP24670,Ministry of Works and Housing,Bakori,GL 10,Keystone Bank,358683,61080.05,52312.98,367450.07,Active
25/11/2025,2025,11,EMP24671,Ministry of Agriculture,Jibia,GL 12,First Bank,86933,29865.23,4437.09,112361.14,Retired
25/11/2025,2025,11,EMP24672,Ministry of Commerce and Industry,Malumfashi,GL 14,Access Bank,94762,17281.11,8278.77,103764.34,Duplicate Review
25/11/2025,2025,11,EMP24673,Katsina Urban Planning Authority,Musawa,GL 08,Access Bank,207379,75791.79,19690.43,263480.36,Active
25/11/2025,2025,11,EMP24674,Ministry of Commerce and Industry,Bakori,GL 04,Zenith Bank,368807,43266.77,28311.12,383762.65,Active
25/11/2025,2025,11,EMP24675,Ministry of Commerce and Industry,Katsina,GL 14,Access Bank,231768,71635.77,28564.9,274838.87,Active
25/11/2025,2025,11,EMP24676,Ministry of Health,Mani,GL 10,Keystone Bank,416220,163293.08,14705.03,564808.05,Active
25/11/2025,2025,11,EMP24677,State Water Board,Kusada,GL 06,Keystone Bank,230424,33943.39,22963.21,241404.18,Retired
25/11/2025,2025,11,EMP24678,Ministry of Education,Jibia,GL 10,Zenith Bank,334250,125121.31,17147.62,442223.69,Retired
25/11/2025,2025,11,EMP24679,Ministry of Education,Charanchi,GL 12,First Bank,108910,39928.87,8830.89,140007.98,Retired
25/11/2025,2025,11,EMP24680,Ministry of Transport,Daura,GL 04,Keystone Bank,380647,67190.13,53703.75,394133.38,Active
25/11/2025,2025,11,EMP24681,Katsina Urban Planning Authority,Malumfashi,GL 10,Keystone Bank,110635,33262.07,18994.47,124902.6,Suspended
25/11/2025,2025,11,EMP24682,Ministry of Transport,Dutsin-Ma,GL 08,Zenith Bank,273255,77408.05,24892.58,325770.47,Duplicate Review
25/11/2025,2025,11,EMP24683,Ministry of Agriculture,Rimi,GL 16,GTBank,434061,148293.26,61415.18,520939.08,Active
25/11/2025,2025,11,EMP24684,Ministry of Health,Funtua,GL 12,GTBank,406546,106456.14,73000.61,440001.53,Active
25/11/2025,2025,11,EMP24685,Katsina Urban Planning Authority,Musawa,GL 16,Zenith Bank,99228,40700.15,16719.65,123208.5,Retired
25/11/2025,2025,11,EMP24686,Ministry of Works and Housing,Kusada,GL 12,UBA,108083,46892.53,16324.6,138650.93,Active
25/11/2025,2025,11,EMP24687,Katsina State Internal Revenue Service,Bakori,GL 06,GTBank,226913,77262.67,11516.83,292658.84,Retired
25/11/2025,2025,11,EMP24688,Ministry of Agriculture,Batsari,GL 08,GTBank,439195,143644.43,49927.48,532911.95,Duplicate Review
25/11/2025,2025,11,EMP24689,Katsina State Internal Revenue Service,Malumfashi,GL 04,UBA,268648,66468.26,44004.15,291112.11,Active
25/11/2025,2025,11,EMP24690,Ministry of Lands and Survey,Daura,GL 16,GTBank,238779,86447.08,35321.03,289905.05,Suspended
25/11/2025,2025,11,EMP24691,Ministry of Commerce and Industry,Mashi,GL 12,First Bank,354758,159444.43,22491.53,491710.9,Retired
25/11/2025,2025,11,EMP24692,Ministry of Transport,Charanchi,GL 10,Zenith Bank,257265,56399.2,14221.74,299442.46,Active
25/11/2025,2025,11,EMP24693,Ministry of Commerce and Industry,Kankia,GL 04,GTBank,225940,99509.73,24364.31,301085.42,Duplicate Review
25/11/2025,2025,11,EMP24694,State Water Board,Batsari,GL 04,Keystone Bank,268524,85344.8,43127.35,310741.45,Active
25/11/2025,2025,11,EMP24695,Katsina State Internal Revenue Service,Mani,GL 08,GTBank,292188,31349.59,43727.29,279810.3,Active
25/11/2025,2025,11,EMP24696,Ministry of Commerce and Industry,Daura,GL 04,First Bank,396834,140502.07,65543.07,471793,Retired
25/11/2025,2025,11,EMP24697,Ministry of Education,Funtua,GL 16,UBA,322259,39597.6,16067.85,345788.75,Duplicate Review
25/11/2025,2025,11,EMP24698,Ministry of Health,Kankia,GL 06,First Bank,337626,86925.16,34993.26,389557.9,Active
25/11/2025,2025,11,EMP24699,State Water Board,Rimi,GL 10,Zenith Bank,381729,109213.25,24509.42,466432.83,Active
25/11/2025,2025,11,EMP24700,Ministry of Education,Rimi,GL 06,GTBank,446922,195368.03,77992.49,564297.54,Duplicate Review
25/11/2025,2025,11,EMP24701,Ministry of Commerce and Industry,Mashi,GL 12,Keystone Bank,85617,33409.45,4668.82,114357.63,Active
25/11/2025,2025,11,EMP24702,Ministry of Lands and Survey,Mashi,GL 06,UBA,128532,35161.11,14754.23,148938.88,Active
25/11/2025,2025,11,EMP24703,Ministry of Lands and Survey,Funtua,GL 06,GTBank,181156,66725.22,12258.85,235622.37,Active
25/11/2025,2025,11,EMP24704,Ministry of Agriculture,Malumfashi,GL 04,Zenith Bank,448067,96420.31,63946.2,480541.11,Active
25/11/2025,2025,11,EMP24705,Katsina State Internal Revenue Service,Charanchi,GL 16,Access Bank,267628,104445.03,21430.51,350642.52,Suspended
25/11/2025,2025,11,EMP24706,Ministry of Education,Malumfashi,GL 16,UBA,230094,70792.91,8387.34,292499.57,Active
25/11/2025,2025,11,EMP24707,Ministry of Agriculture,Musawa,GL 16,Zenith Bank,138386,57734,22926.84,173193.16,Active
25/11/2025,2025,11,EMP24708,Ministry of Health,Mashi,GL 04,Zenith Bank,436937,157402.22,75135.32,519203.9,Retired
25/11/2025,2025,11,EMP24709,Ministry of Lands and Survey,Kankia,GL 10,UBA,239875,99583.85,14934.79,324524.06,Active
25/11/2025,2025,11,EMP24710,Katsina Urban Planning Authority,Dutsin-Ma,GL 10,First Bank,171711,35280.51,25243.3,181748.21,Active
25/11/2025,2025,11,EMP24711,Ministry of Lands and Survey,Musawa,GL 12,Zenith Bank,419587,65851.07,18340.37,467097.7,Active
25/11/2025,2025,11,EMP24712,Ministry of Health,Dutsin-Ma,GL 06,Zenith Bank,308869,63298.78,44511.89,327655.89,Active
25/11/2025,2025,11,EMP24713,Ministry of Agriculture,Batsari,GL 06,Keystone Bank,144219,34535.22,4786.3,173967.92,Active
25/11/2025,2025,11,EMP24714,State Water Board,Katsina,GL 12,Zenith Bank,228018,77114.67,31461.71,273670.96,Duplicate Review
25/11/2025,2025,11,EMP24715,Ministry of Transport,Funtua,GL 10,First Bank,311684,33497.41,10668.64,334512.77,Active
25/11/2025,2025,11,EMP24716,Ministry of Agriculture,Jibia,GL 10,GTBank,196822,40489.12,9176.44,228134.68,Duplicate Review
25/11/2025,2025,11,EMP24717,Ministry of Lands and Survey,Malumfashi,GL 16,Zenith Bank,335127,145707.86,56149.17,424685.69,Duplicate Review
25/11/2025,2025,11,EMP24718,Katsina Urban Planning Authority,Daura,GL 12,Access Bank,353007,112495.78,12703.91,452798.87,Duplicate Review
25/11/2025,2025,11,EMP24719,Ministry of Lands and Survey,Kusada,GL 08,Access Bank,259387,106944.94,35819.46,330512.48,Suspended
25/11/2025,2025,11,EMP24720,Ministry of Transport,Kusada,GL 08,First Bank,239648,60161.63,26069.33,273740.3,Retired
25/11/2025,2025,11,EMP24721,Ministry of Education,Rimi,GL 06,First Bank,248274,25989.5,17697,256566.5,Active
25/11/2025,2025,11,EMP24722,Katsina Urban Planning Authority,Rimi,GL 08,Zenith Bank,261992,68850.93,29924.67,300918.26,Active
25/11/2025,2025,11,EMP24723,Ministry of Health,Bakori,GL 08,First Bank,137729,54683.93,16253.58,176159.35,Active
25/11/2025,2025,11,EMP24724,Ministry of Works and Housing,Charanchi,GL 16,Keystone Bank,161443,54326.49,20671.51,195097.98,Active
25/11/2025,2025,11,EMP24725,Ministry of Agriculture,Mashi,GL 12,First Bank,188904,70342.66,33900.05,225346.61,Retired
25/11/2025,2025,11,EMP24726,Ministry of Agriculture,Daura,GL 12,Keystone Bank,186838,64749.49,29068.99,222518.5,Active
25/11/2025,2025,11,EMP24727,Ministry of Commerce and Industry,Mashi,GL 04,UBA,299058,125394.46,35371.82,389080.64,Duplicate Review
25/11/2025,2025,11,EMP24728,Ministry of Health,Malumfashi,GL 12,First Bank,267978,94918.57,38087.31,324809.26,Retired
25/11/2025,2025,11,EMP24729,Katsina Urban Planning Authority,Malumfashi,GL 12,Zenith Bank,429231,169817.57,44934.74,554113.83,Retired
25/11/2025,2025,11,EMP24730,Ministry of Agriculture,Batsari,GL 14,Zenith Bank,279207,68927.82,24712.65,323422.17,Active
25/11/2025,2025,11,EMP24731,State Water Board,Malumfashi,GL 08,Keystone Bank,95094,10755.79,5263.03,100586.76,Active
25/11/2025,2025,11,EMP24732,Ministry of Health,Mani,GL 16,Access Bank,223505,88613.46,35991.88,276126.58,Active
25/11/2025,2025,11,EMP24733,State Water Board,Batsari,GL 04,Keystone Bank,163677,72600.01,5345.93,230931.08,Retired
25/11/2025,2025,11,EMP24734,Ministry of Transport,Bakori,GL 16,GTBank,387548,156544.49,18418.26,525674.23,Duplicate Review
25/11/2025,2025,11,EMP24735,Ministry of Agriculture,Musawa,GL 08,UBA,401960,75154.09,55034.81,422079.28,Active
25/11/2025,2025,11,EMP24736,Ministry of Agriculture,Rimi,GL 12,Zenith Bank,318090,86798.42,17219.33,387669.09,Duplicate Review
25/11/2025,2025,11,EMP24737,Ministry of Transport,Charanchi,GL 08,UBA,305477,96667.66,9933.71,392210.95,Active
25/11/2025,2025,11,EMP24738,Ministry of Education,Rimi,GL 10,UBA,127476,30316.55,15067.64,142724.91,Duplicate Review
25/11/2025,2025,11,EMP24739,Ministry of Works and Housing,Malumfashi,GL 06,UBA,405834,172750.98,21932.05,556652.93,Duplicate Review
25/11/2025,2025,11,EMP24740,Ministry of Education,Kusada,GL 10,Keystone Bank,165832,29821.37,6956.82,188696.55,Suspended
25/11/2025,2025,11,EMP24741,State Water Board,Malumfashi,GL 06,Zenith Bank,158110,28285.53,24330.7,162064.83,Active
25/11/2025,2025,11,EMP24742,Ministry of Agriculture,Funtua,GL 10,UBA,171604,74795.68,14316.23,232083.45,Active
25/11/2025,2025,11,EMP24743,Ministry of Education,Jibia,GL 04,UBA,112614,23415.7,10384.15,125645.55,Suspended
25/11/2025,2025,11,EMP24744,Katsina Urban Planning Authority,Batsari,GL 04,UBA,83253,26097.07,14312.61,95037.46,Active
25/11/2025,2025,11,EMP24745,State Water Board,Jibia,GL 06,Access Bank,205587,68602.42,13692.88,260496.54,Active
25/11/2025,2025,11,EMP24746,State Water Board,Musawa,GL 04,Keystone Bank,210819,77910.97,6644.83,282085.14,Duplicate Review
25/11/2025,2025,11,EMP24747,Ministry of Works and Housing,Batsari,GL 12,Access Bank,375362,77090.01,63832.52,388619.49,Active
25/11/2025,2025,11,EMP24748,Ministry of Education,Musawa,GL 04,First Bank,193073,85362.77,8974.88,269460.89,Retired
25/11/2025,2025,11,EMP24749,Ministry of Health,Malumfashi,GL 14,Zenith Bank,104694,28760.36,14614.14,118840.22,Retired
25/11/2025,2025,11,EMP24750,Ministry of Transport,Malumfashi,GL 08,Access Bank,449379,66015.99,43241.17,472153.82,Active
25/12/2025,2025,12,EMP24751,Ministry of Works and Housing,Katsina,GL 12,Zenith Bank,406750,99982.67,12919.01,493813.66,Active
25/12/2025,2025,12,EMP24752,Ministry of Transport,Funtua,GL 06,Access Bank,402178,95357.14,57762.35,439772.79,Active
25/12/2025,2025,12,EMP24753,Katsina State Internal Revenue Service,Charanchi,GL 14,First Bank,287544,49992.72,21775.84,315760.88,Duplicate Review
25/12/2025,2025,12,EMP24754,Katsina State Internal Revenue Service,Musawa,GL 16,Keystone Bank,435358,125042.85,69990.35,490410.5,Duplicate Review
25/12/2025,2025,12,EMP24755,State Water Board,Mani,GL 14,GTBank,294027,75562.32,28411.25,341178.07,Duplicate Review
25/12/2025,2025,12,EMP24756,Ministry of Lands and Survey,Kusada,GL 04,Access Bank,84616,33384.67,8732.77,109267.9,Active
25/12/2025,2025,12,EMP24757,Ministry of Lands and Survey,Mashi,GL 14,UBA,248643,68965.04,15298.74,302309.3,Active
25/12/2025,2025,12,EMP24758,Ministry of Commerce and Industry,Kankia,GL 06,Access Bank,322472,116803.04,36344.76,402930.28,Duplicate Review
25/12/2025,2025,12,EMP24759,State Water Board,Bakori,GL 06,UBA,336959,75622.16,34142.04,378439.12,Retired
25/12/2025,2025,12,EMP24760,Ministry of Health,Kankia,GL 10,Zenith Bank,257605,47973.23,21373.53,284204.7,Active
25/12/2025,2025,12,EMP24761,Ministry of Lands and Survey,Daura,GL 16,UBA,170996,57477.39,24268.01,204205.38,Active
25/12/2025,2025,12,EMP24762,Ministry of Agriculture,Katsina,GL 16,Access Bank,380343,48145.09,22646.91,405841.18,Suspended
25/12/2025,2025,12,EMP24763,Ministry of Works and Housing,Katsina,GL 08,First Bank,291982,115014.5,43239.46,363757.04,Retired
25/12/2025,2025,12,EMP24764,Ministry of Commerce and Industry,Jibia,GL 08,UBA,445312,131934.21,38602.71,538643.5,Active
25/12/2025,2025,12,EMP24765,Katsina State Internal Revenue Service,Batsari,GL 08,Zenith Bank,109548,13278.32,18626.67,104199.65,Duplicate Review
25/12/2025,2025,12,EMP24766,Ministry of Health,Jibia,GL 12,UBA,302075,114674.88,28757.31,387992.57,Active
25/12/2025,2025,12,EMP24767,Ministry of Education,Jibia,GL 10,First Bank,148618,60155.66,10927.62,197846.04,Retired
25/12/2025,2025,12,EMP24768,Ministry of Lands and Survey,Kusada,GL 12,Zenith Bank,97435,30153.1,6637.71,120950.39,Duplicate Review
25/12/2025,2025,12,EMP24769,State Water Board,Mashi,GL 12,Zenith Bank,328375,34004.02,35865.07,326513.95,Suspended
25/12/2025,2025,12,EMP24770,Ministry of Commerce and Industry,Funtua,GL 16,Keystone Bank,199356,79432.83,31364.52,247424.31,Suspended
25/12/2025,2025,12,EMP24771,State Water Board,Daura,GL 12,GTBank,313611,90274.3,15023.95,388861.35,Active
25/12/2025,2025,12,EMP24772,Ministry of Health,Dutsin-Ma,GL 06,Zenith Bank,227093,98264.69,29788.51,295569.18,Suspended
25/12/2025,2025,12,EMP24773,Ministry of Lands and Survey,Musawa,GL 12,Access Bank,249942,31605.3,7536.88,274010.42,Retired
25/12/2025,2025,12,EMP24774,Katsina State Internal Revenue Service,Charanchi,GL 14,Keystone Bank,216245,45511.08,20936.94,240819.14,Duplicate Review
25/12/2025,2025,12,EMP24775,Ministry of Lands and Survey,Musawa,GL 04,Zenith Bank,150866,35162.86,9719.08,176309.78,Retired
